Time	Sample     	Program Temperature	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static Displacement	Static Displacement Corrected	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage Modulus	Loss Modulus	Tan Delta	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
          	Temperature		          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     		          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
140.915976	128.4625	128.289452	1.000001	242	2228	595623.5	95338	43006339.25	40905.5	42791	0.000044	603205.344801	0.160064	0.14703	0.145984	21029.216234	20874.846037	18552.712364	1.863819	18554.576182	0.888769	3079.913531	3078.537613	0.943695	1.11713	0.138063	0.074688	0.06684	302975.13634	37443.991181	0.012811	0.011465	0.560696	0.029591	152065.461328	0.005076	29337486.206822	4867616.153509	0.165918	774704.558212	4669202.248932	4733034.628433	10865735.632156	1802820.797596	29738557.193539	11014280.442051
141.049097	128.15	128.023211	1.000001	242	2228	595839.25	95334	43009010.75	40907.5	42796.5	0.000044	603417.751973	0.16	0.146966	0.145921	21021.813807	20867.6689	18545.562719	1.863819	18547.426537	0.888732	3077.501777	3076.125876	0.943695	1.116932	0.137865	0.074603	0.066924	302921.362769	37390.21761	0.012796	0.011479	0.560672	0.029602	152059.141792	0.005077	29326181.577561	4863802.846481	0.165852	774097.65203	4667403.06273	4731160.378265	10861548.73243	1801408.46166	29726780.923092	11009918.860404
141.17884	127.9125	127.763726	1.000001	242	2228	595834.875	95318.375	43011765.125	40916.875	42799.375	0.000044	603410.963506	0.159974	0.146941	0.145897	21022.050305	20867.980116	18545.902262	1.863819	18547.76608	0.888735	3077.025265	3075.64938	0.943695	1.116727	0.137661	0.074516	0.067011	302865.922762	37334.777603	0.012782	0.011494	0.560674	0.029601	152059.65791	0.005077	29326718.444235	4863049.43741	0.165823	773977.743347	4667488.507647	4731225.054488	10861747.571939	1801129.421263	29727187.296112	11010069.36893
141.310137	127.65	127.501131	1.000001	242	2228	596096.625	95336.875	43014247.375	40917.5	42798.75	0.000044	603672.349931	0.159935	0.146902	0.145859	21012.947886	20859.032707	18536.980362	1.863819	18538.844181	0.888689	3074.883721	3073.507851	0.943695	1.116543	0.137477	0.074438	0.06709	302815.961579	37284.81642	0.012768	0.011508	0.560645	0.029614	152051.702001	0.00508	29312611.622484	4859663.368282	0.165787	773438.834134	4665243.339013	4728921.974653	10856522.823142	1799875.321586	29712716.607265	11004709.854542
141.439617	127.3875	127.242171	1.000001	242	2228	596091.75	95176.25	43016718.5	40919.5	42802.375	0.000044	603642.189531	0.159667	0.146635	0.145597	21013.997778	20860.887186	18538.860221	1.863819	18540.724039	0.8887	3069.565676	3068.189822	0.943695	1.11636	0.137293	0.07436	0.067168	302766.225721	37235.080561	0.012755	0.011521	0.560652	0.029614	152053.603039	0.00508	29315583.952386	4851254.789534	0.165484	772100.568322	4665716.399635	4729169.991597	10857623.686069	1796761.033161	29714274.944921	11005287.016638
141.569357	127.175	126.98269	1.000001	242	2228	596245	95111.75	43019184.75	40918.5	42805.5	0.000044	603783.359338	0.159518	0.146486	0.145452	21009.084522	20856.442854	18534.441203	1.863819	18536.305021	0.888677	3065.798224	3064.422384	0.943695	1.116177	0.13711	0.074282	0.067246	302716.589381	37185.444222	0.012741	0.011534	0.560638	0.029622	152049.753121	0.005081	29308596.841619	4845297.922636	0.16532	771152.504261	4664604.367299	4727918.155833	10855035.867266	1794554.786162	29706409.422609	11002373.860226
141.698067	126.8875	126.72527	1.000001	242	2228	596258	95148.25	43021411.25	40919.375	42805.875	0.000044	603801.947696	0.159576	0.146544	0.145508	21008.437747	20855.624821	18533.646008	1.863819	18535.509827	0.888674	3066.881368	3065.505542	0.943695	1.116011	0.136945	0.074211	0.067316	302671.779508	37140.634348	0.012729	0.011547	0.560636	0.029622	152049.193446	0.005081	29307339.523404	4847010.551984	0.165386	771425.077472	4664404.259049	4727765.19531	10854570.193853	1795189.093327	29705448.342537	11002017.904643
141.827538	126.7	126.46633	1.000001	242	2228	596406.75	95182.75	43023785.75	40912.875	42813.5	0.000044	603954.275871	0.159594	0.146562	0.145526	21003.139039	20850.292823	18528.338351	1.863819	18530.20217	0.888647	3066.470737	3065.094925	0.943695	1.115835	0.136769	0.074136	0.067391	302623.992285	37092.847125	0.012716	0.011559	0.560619	0.02963	152044.522641	0.005082	29298947.345197	4846361.30757	0.165411	771321.747096	4663068.603462	4726430.581119	10851461.979703	1794948.632433	29697062.707617	10998912.113932
141.956758	126.4	126.207889	1.000001	242	2228	596420.25	95093	43025979	40927.5	42810	0.000044	603953.469449	0.15944	0.146408	0.145375	21003.167084	20850.784451	18528.852451	1.863819	18530.716269	0.88865	3063.331223	3061.955424	0.943695	1.115672	0.136606	0.074067	0.067461	302579.853899	37048.70874	0.012704	0.011571	0.560621	0.02963	152045.156193	0.005082	29299760.210667	4841397.299715	0.165237	770531.701334	4663197.974917	4726429.35587	10851763.040988	1793110.111005	29697055.009147	10998909.262647
142.090138	126.15	125.941129	1.000001	242	2228	596531.875	95079.875	43028918.125	40920.5	42812.875	0.000044	604061.636359	0.159388	0.146356	0.145325	20999.40613	20847.194218	18525.292309	1.863819	18527.156128	0.888633	3061.721576	3060.345795	0.943695	1.115454	0.136388	0.073974	0.067554	302520.70677	36989.561611	0.012688	0.011587	0.56061	0.029636	152042.122447	0.005083	29294131.109188	4838852.24138	0.165182	770126.64304	4662302.076301	4725479.414515	10849678.188588	1792167.496808	29691086.346852	10996698.646982
142.219358	125.925	125.682688	1.000001	242	2228	596520.75	94991.5	43031188	40933.375	42817.5	0.000044	604036.74578	0.159243	0.146212	0.145183	21000.271454	20848.492376	18526.613692	1.863819	18528.477511	0.888641	3058.886981	3057.511214	0.943695	1.115286	0.136219	0.073902	0.067626	302475.029023	36943.883864	0.012676	0.0116	0.560615	0.029635	152043.499376	0.005083	29296220.4079	4834370.356317	0.165017	769413.329443	4662634.598255	4725691.300579	10850452.002926	1790507.539377	29692417.667315	10997191.728635
142.348838	125.6375	125.423728	1.000001	242	2228	596673.375	94911.875	43033810.375	40936.375	42821.75	0.000044	604174.958476	0.159068	0.146038	0.145013	20995.467375	20844.229899	18522.378029	1.863819	18524.241847	0.888619	3054.629744	3053.253993	0.943695	1.115091	0.136025	0.073819	0.067708	302422.259224	36891.114065	0.012662	0.011614	0.560601	0.029643	152039.823578	0.005085	29289523.207221	4827639.069556	0.164825	768342.01273	4661568.706507	4724465.287629	10847971.55823	1788014.470206	29684714.394655	10994338.664687
142.481178	125.4	125.159048	1.000001	242	2228	596877.75	95013.5	43036268.25	40939.125	42823.625	0.000044	604392.764374	0.159184	0.146154	0.145126	20987.901208	20836.34592	18514.519165	1.863819	18516.382984	0.888578	3055.882463	3054.506727	0.943695	1.114909	0.135843	0.073741	0.067786	302372.801071	36841.655912	0.012649	0.011627	0.560575	0.029653	152032.819772	0.005086	29277097.199522	4829619.824676	0.164962	768657.259449	4659591.047525	4722565.268229	10843369.333156	1788748.083213	29672776.21122	10989917.115267
142.612479	125.1125	124.896447	1.000001	242	2228	596920.5	95007.25	43038572	40937.25	42825.125	0.000044	604434.000428	0.159162	0.146132	0.145105	20986.469359	20834.985299	18513.182071	1.863819	18515.045889	0.888572	3055.22667	3053.850948	0.943695	1.114738	0.135672	0.073668	0.067859	302326.445525	36795.300366	0.012636	0.01164	0.560572	0.029655	152031.768101	0.005087	29274983.058473	4828582.943254	0.164939	768492.234776	4659254.571793	4722206.420699	10842586.317953	1788364.053057	29670521.503906	10989082.038484
142.745079	124.825	124.631247	1.000001	242	2228	596971.25	94815.75	43041237.75	40940.75	42825.5	0.000044	604454.051004	0.158828	0.145799	0.144779	20985.773209	20835.293725	18513.517701	1.863819	18515.381519	0.888575	3048.308361	3046.932655	0.943695	1.11454	0.135474	0.073584	0.067943	302272.807408	36741.662249	0.012622	0.011654	0.560573	0.029658	152032.273676	0.005087	29275513.738404	4817644.113792	0.164562	766751.267375	4659339.032061	4722006.747317	10842782.866075	1784312.634738	29669266.918052	10988617.377056
142.878459	124.575	124.364487	1.000001	242	2228	597032.125	94921.375	43043500.375	40937.25	42828.625	0.000044	604530.748361	0.158989	0.145959	0.144936	20983.110725	20832.160232	18510.407284	1.863819	18512.271102	0.88856	3051.195615	3049.819922	0.943695	1.114372	0.135306	0.073512	0.068015	302227.281928	36696.136768	0.012609	0.011666	0.560564	0.029661	152029.595845	0.005088	29270595.716574	4822209.304424	0.164746	767477.839454	4658556.305196	4721352.463303	10840961.376509	1786003.446083	29665155.927094	10987094.787813
143.007679	124.325	124.106047	1.000001	242	2228	597002.25	94926.25	43045681.25	40944.375	42832.375	0.000044	604502.009462	0.159005	0.145975	0.144951	20984.108292	20833.105608	18511.374889	1.863819	18513.238707	0.888566	3051.670336	3050.294657	0.943695	1.114211	0.135144	0.073443	0.068084	302183.402415	36652.257255	0.012598	0.011678	0.560567	0.029659	152030.64355	0.005087	29272125.640592	4822959.928433	0.164763	767597.304881	4658799.799973	4721612.139799	10841528.015034	1786281.454975	29666787.523928	10987699.082936
143.135079	124	123.851246	1.000001	242	2228	597042.25	94888	43048030.25	40943.5	42837	0.000044	604535.508328	0.15893	0.145901	0.144878	20982.945509	20832.171193	18510.464402	1.863819	18512.328221	0.888562	3049.976859	3048.601194	0.943695	1.114036	0.13497	0.073369	0.068158	302136.141417	36604.996257	0.012585	0.011691	0.560565	0.029661	152029.984941	0.005088	29270686.029074	4820282.317168	0.16468	767171.15015	4658570.678866	4721316.801869	10840994.825583	1785289.747099	29664931.859518	10987011.799822
143.26612	123.7375	123.589166	1.000001	242	2228	597225.75	94954.5	43050118	40947.875	42836.375	0.000044	604727.172809	0.158993	0.145963	0.144939	20976.295096	20825.359399	18503.673864	1.863819	18505.537683	0.888526	3050.277683	3048.902031	0.943695	1.113882	0.134815	0.073303	0.068224	302094.137725	36562.992566	0.012573	0.011702	0.560543	0.02967	152023.923559	0.005089	29259949.19979	4820757.984473	0.164756	767246.854893	4656861.860766	4719643.008385	10837018.222144	1785465.920175	29654415.096561	10983116.70243
143.39846	123.5	123.324485	1.000001	242	2228	597172.625	94827.625	43052123.125	40953	42840.75	0.000044	604654.796154	0.158794	0.145765	0.144746	20978.805941	20828.454173	18506.78904	1.863819	18508.652859	0.888544	3046.603057	3045.227417	0.943695	1.113733	0.134666	0.07324	0.068288	302053.79731	36522.652151	0.012563	0.011713	0.560554	0.029668	152026.924797	0.005089	29264874.747228	4814947.884115	0.16453	766322.149434	4657645.785367	4720266.295312	10838842.498973	1783314.031154	29658331.326926	10984567.158121
143.52742	123.2625	123.066565	1.000001	242	2228	597343.125	94796.125	43054334.375	40951.375	42841	0.000044	604818.24898	0.158696	0.145668	0.14465	20973.136394	20823.099753	18501.457108	1.863819	18503.320927	0.888516	3043.775822	3042.400195	0.943695	1.113569	0.134502	0.07317	0.068358	302009.310999	36478.165839	0.012551	0.011725	0.560536	0.029676	152022.206425	0.00509	29256444.185793	4810477.635235	0.164425	765610.687791	4656304.020904	4718826.852126	10835720.068812	1781658.383421	29649287.031487	10981217.419069
143.65664	122.9875	122.808125	1.000001	242	2228	597334.125	94801.875	43056334.375	40954.25	42841.5	0.000044	604810.261481	0.158708	0.14568	0.144662	20973.413378	20823.339746	18501.71743	1.863819	18503.581249	0.888519	3044.061195	3042.68558	0.943695	1.11342	0.134354	0.073107	0.068421	301969.075609	36437.930449	0.01254	0.011736	0.560538	0.029676	152022.593257	0.00509	29256855.792681	4810928.869967	0.164438	765682.503973	4656369.530123	4718903.145642	10835872.515808	1781825.507395	29649766.398162	10981394.962282
143.78612	122.775	122.549165	1.000001	242	2228	597446.5	94821.25	43058421.5	40958.875	42846.125	0.000044	604924.284364	0.158711	0.145682	0.144664	20969.460075	20819.39398	18497.792866	1.863819	18499.656685	0.888499	3043.536044	3042.160442	0.943695	1.113266	0.134199	0.07304	0.068487	301927.088434	36395.943275	0.012528	0.011747	0.560525	0.029681	152019.152818	0.005091	29250650.485726	4810098.550469	0.164444	765550.354625	4655381.92563	4717907.186343	10833574.253973	1781517.981655	29643508.596375	10979077.257917
143.92054	122.4625	122.280324	1.000001	242	2228	597407.125	94762.375	43060538.875	40956.25	42847.625	0.000044	604876.169738	0.158623	0.145594	0.144579	20971.128082	20821.318797	18499.739181	1.863819	18501.602999	0.88851	3041.984735	3040.609146	0.943695	1.113109	0.134042	0.072974	0.068554	301884.493724	36353.348565	0.012517	0.011759	0.560532	0.029679	152021.092914	0.005091	29253727.892846	4807645.725446	0.164343	765159.975707	4655871.709797	4718327.157639	10834714.034387	1780609.527943	29646147.355939	10980054.576274
144.051841	122.2	122.017722	1.000001	242	2228	597550.5	94723	43062756	40953.375	42846.25	0.000044	605011.608797	0.158519	0.145491	0.144477	20966.433445	20816.952592	18495.395474	1.863819	18497.259292	0.888488	3039.181207	3037.80563	0.943695	1.112944	0.133878	0.072903	0.068624	301839.893459	36308.748299	0.012505	0.011771	0.560518	0.029686	152017.277199	0.005092	29246859.859258	4803212.959664	0.16423	764454.47968	4654778.629168	4717134.16579	10832170.318244	1778967.762838	29638651.561145	10977278.35598
144.181321	122	121.758764	1.000001	242	2228	597654.375	94638.125	43065194.125	40958.125	42853.375	0.000044	605100.922706	0.158349	0.145322	0.144312	20963.338765	20814.375535	18492.843142	1.863819	18494.70696	0.888475	3035.27521	3033.899649	0.943695	1.112763	0.133697	0.072826	0.068701	301790.848786	36259.703627	0.012492	0.011784	0.56051	0.029691	152015.118388	0.005093	29242824.250737	4797037.033802	0.164042	763471.55133	4654136.342633	4716341.156607	10830675.648421	1776680.38289	29633668.933549	10975432.938351
144.311581	121.75	121.498243	1.000001	242	2228	597591	94687.5	43067332	40952	42853.5	0.000044	605046.052741	0.158449	0.145421	0.144409	20965.239872	20815.972911	18494.462185	1.863819	18496.326004	0.888485	3037.577863	3036.202314	0.943695	1.112605	0.133538	0.072759	0.068769	301747.844972	36216.699812	0.01248	0.011796	0.560516	0.029688	152016.760617	0.005092	29245384.194631	4800677.882898	0.164152	764051.010001	4654543.770035	4716837.039061	10831623.775789	1778028.845518	29636784.657363	10976586.910135
144.443401	121.525	121.234603	1.000001	242	2228	597797.75	94712.75	43069866	40964.375	42857.625	0.000044	605254.206857	0.158436	0.145408	0.144396	20958.029677	20808.827727	18487.342668	1.863819	18489.206486	0.888447	3036.270275	3034.894741	0.943695	1.112417	0.13335	0.072678	0.068849	301696.874358	36165.729199	0.012466	0.011809	0.560493	0.029699	152010.420693	0.005094	29234127.200499	4798610.419695	0.164144	763721.963274	4652752.165193	4715015.795085	10827454.518703	1777263.118406	29625341.434909	10972348.679596
144.572621	121.225	120.976163	1.000001	242	2228	597860.75	94642.75	43072184	40970.375	42860.875	0.000044	605305.481983	0.158302	0.145275	0.144266	20956.254333	20807.457895	18485.996299	1.863819	18487.860117	0.888441	3033.286829	3031.91131	0.943695	1.112245	0.133178	0.072605	0.068922	301650.24979	36119.10463	0.012454	0.011822	0.560489	0.029702	152009.357205	0.005095	29231998.395691	4793893.180578	0.163995	762971.191945	4652413.355654	4714559.902218	10826666.072478	1775515.992807	29622476.973279	10971287.767881
144.703661	120.9625	120.714082	1.000001	242	2228	597837.125	94699.125	43074470.875	40963.625	42862.75	0.000044	605290.964995	0.158403	0.145375	0.144364	20956.756937	20807.658913	18486.22045	1.863819	18488.084269	0.888443	3035.407979	3034.032472	0.943695	1.112075	0.133009	0.072533	0.068995	301604.252465	36073.107305	0.012441	0.011834	0.56049	0.029701	152009.731797	0.005094	29232352.811678	4797247.047768	0.164107	763504.976064	4652469.762665	4714701.977961	10826797.337659	1776758.16584	29623369.662207	10971618.39341
144.831584	120.675	120.458237	1.000001	242	2228	597952.5	94609.75	43076996.75	40969.625	42864.75	0.000044	605390.94563	0.158223	0.145196	0.144188	20953.295917	20804.747417	18483.334491	1.863819	18485.19831	0.888429	3031.23724	3029.861749	0.943695	1.111888	0.132821	0.072453	0.069075	301553.449359	36022.3042	0.012428	0.011848	0.560481	0.029706	152007.270921	0.005095	29227789.689964	4790652.526412	0.163907	762455.426224	4651743.519864	4713815.445218	10825107.292579	1774315.750523	29617799.408288	10969555.336403
144.964182	120.35	120.193041	1.000001	242	2228	597995.5	94643	43079299.75	40976.125	42867.875	0.000044	605438.614121	0.158267	0.14524	0.144232	20951.646185	20802.972261	18481.582602	1.863819	18483.446421	0.888421	3031.897481	3030.522004	0.943695	1.111717	0.132651	0.07238	0.069147	301507.130211	35975.985051	0.012415	0.011861	0.560476	0.029708	152005.833482	0.005096	29225019.698564	4791696.486061	0.163959	762621.577431	4651302.66239	4713407.273673	10824081.369839	1774702.402245	29615234.788804	10968605.477335
145.093922	120.1	119.933561	1.000001	242	2228	598146.75	94779.5	43081420.5	40973	42873.375	0.000044	605609.352764	0.158455	0.145428	0.144415	20945.739315	20796.527261	18475.159016	1.863819	18477.022835	0.888387	3034.867476	3033.492011	0.943695	1.11156	0.132493	0.072313	0.069214	301464.477628	35933.332469	0.012404	0.011872	0.560455	0.029716	152000.093774	0.005097	29214863.074337	4796392.499843	0.164176	763368.970645	4649686.186719	4711933.129864	10820319.657162	1776441.666608	29605972.462745	10965174.986202
145.222882	119.8375	119.675641	1.000001	242	2228	598172.875	94688.125	43083366.125	40974.625	42872.75	0.000044	605620.862753	0.158296	0.145269	0.144259	20945.341235	20796.606391	18475.257781	1.863819	18477.1216	0.888388	3031.559196	3030.183743	0.943695	1.111416	0.132349	0.072251	0.069276	301425.348057	35894.202898	0.012393	0.011883	0.560456	0.029717	152000.327954	0.005097	29215019.235512	4791161.645849	0.163997	762536.455035	4649711.040522	4711822.853802	10820377.494634	1774504.313277	29605279.577264	10964918.36195
145.353144	119.6125	119.415118	1.000001	242	2228	598185.125	94664.625	43085703.375	40979.5	42874.125	0.000044	605629.288425	0.158253	0.145226	0.144218	20945.049838	20796.442709	18475.117673	1.863819	18476.981491	0.888389	3030.651071	3029.275632	0.943695	1.111242	0.132176	0.072178	0.06935	301378.343421	35847.198262	0.01238	0.011895	0.560456	0.029718	152000.371597	0.005097	29214797.704229	4789725.791116	0.163949	762307.931838	4649675.782752	4711751.082947	10820295.446011	1773972.515228	29604828.627322	10964751.343453
145.486782	119.3125	119.14784	1.000001	242	2228	598341.75	94648.25	43087862.25	40986	42874.25	0.000044	605781.430073	0.158184	0.145158	0.144151	20939.789501	20791.407031	18470.103757	1.863819	18471.967575	0.888363	3028.484775	3027.109349	0.943695	1.111082	0.132016	0.072109	0.069418	301334.927193	35803.782034	0.012369	0.011907	0.560439	0.029726	151995.925951	0.005099	29206869.972612	4786300.582228	0.163876	761762.793344	4648414.046077	4710417.78371	10817359.249116	1772703.919344	29596451.254509	10961648.612781
145.618863	119.0875	118.88368	1.000001	242	2228	598275.625	94622.125	43089765.375	40983.375	42876.875	0.000044	605712.035549	0.158158	0.145132	0.144125	20942.188507	20793.874834	18472.590733	1.863819	18474.454552	0.888377	3028.301159	3026.925744	0.943695	1.110941	0.131875	0.072049	0.069478	301296.655116	35765.509957	0.012358	0.011917	0.560448	0.029722	151998.350364	0.005098	29210802.244974	4786010.276189	0.163844	761716.58974	4649039.886165	4711027.916096	10818815.646287	1772596.398588	29600284.832392	10963068.456442
145.748863	118.8125	118.62368	1.000001	242	2228	598479.25	94753	43091716.5	40976.375	42879.25	0.000044	605933.613269	0.158323	0.145296	0.144286	20934.530371	20785.755228	18464.490774	1.863819	18466.354593	0.888334	3030.540587	3029.165184	0.943695	1.110796	0.13173	0.071987	0.06954	301257.4186	35726.27344	0.012348	0.011928	0.560421	0.029733	151991.052297	0.0051	29197995.030199	4789551.15619	0.164037	762280.137848	4647001.556241	4709107.608907	10814072.233407	1773907.835626	29588219.176917	10958599.695154
145.878603	118.525	118.364199	1.000001	242	2228	598496	94696.5	43093754	40985.5	42884.25	0.000044	605941.324823	0.158224	0.145197	0.14419	20934.263946	20785.7839	18464.539953	1.863819	18466.403771	0.888335	3028.490977	3027.115586	0.943695	1.110645	0.131579	0.071923	0.069605	301216.446022	35685.300862	0.012337	0.011939	0.560422	0.029733	151991.247428	0.0051	29198072.788449	4786310.443941	0.163926	761764.362883	4647013.931841	4709036.358671	10814101.032759	1772707.57183	29587771.498126	10958433.888195
146.011464	118.3125	118.098478	1.000001	242	2228	598585.75	94738.5	43095698.5	40989.75	42882.25	0.000044	606036.536428	0.158271	0.145244	0.144235	20930.97506	20782.369363	18461.144975	1.863819	18463.008794	0.888318	3028.956677	3027.581298	0.943695	1.110501	0.131435	0.071861	0.069666	301177.344473	35646.199314	0.012326	0.01195	0.560411	0.029738	151988.269707	0.005101	29192704.834594	4787046.801523	0.163981	761881.557739	4646159.596128	4708212.240406	10812112.901701	1772980.296861	29582593.406253	10956516.07639
146.145103	118	117.831198	1.000001	242	2228	598674.875	94869.625	43097698.375	40994.75	42883.875	0.000044	606145.0748	0.158466	0.145438	0.144426	20927.22709	20778.053898	18456.849617	1.863819	18458.713435	0.888296	3032.385809	3031.010442	0.943695	1.110353	0.131286	0.071798	0.069729	301137.130286	35605.985127	0.012315	0.01196	0.560397	0.029742	151984.46692	0.005102	29185913.248006	4792468.776944	0.164205	762744.491245	4645078.682407	4707285.324333	10809597.499262	1774988.435905	29576769.416184	10954359.043031
146.278484	117.8	117.564438	1.000001	242	2228	598688.625	94761.375	43099594.125	40990.5	42890	0.000044	606141.722616	0.158282	0.145255	0.144246	20927.342825	20778.718194	18457.532962	1.863819	18459.39678	0.8883	3028.651456	3027.2761	0.943695	1.110212	0.131146	0.071738	0.069789	301099.01071	35567.86555	0.012305	0.011971	0.5604	0.029743	151985.234727	0.005102	29186993.715612	4786564.23933	0.163996	761804.755642	4645250.644031	4707302.840437	10809997.672449	1772801.570122	29576879.473203	10954399.80489
146.406924	117.65	117.307558	1.000001	242	2228	598682	94826	43101444	40998.125	42893.625	0.000044	606145.28572	0.158391	0.145364	0.144353	20927.219808	20778.269221	18457.102568	1.863819	18458.966387	0.888299	3030.864494	3029.489149	0.943695	1.110075	0.131009	0.07168	0.069848	301061.814361	35530.669202	0.012295	0.011981	0.560399	0.029743	151984.974782	0.005102	29186313.200983	4790063.392339	0.16412	762361.662699	4645142.33685	4707286.121997	10809745.629994	1774097.552718	29576774.428062	10954360.899282
146.535104	117.4125	117.051198	1.000001	242	2228	598707.875	94830.625	43103509.375	40991.75	42891.75	0.000044	606171.565668	0.158392	0.145365	0.144354	20926.312529	20777.362794	18456.216874	1.863819	18458.080692	0.888295	3030.750091	3029.374758	0.943695	1.109922	0.130856	0.071614	0.069913	301020.285754	35489.140595	0.012284	0.011992	0.560397	0.029744	151984.31181	0.005102	29184912.789217	4789882.523863	0.164122	762332.87661	4644919.454571	4707061.520122	10809226.958969	1774030.564394	29575363.211744	10953838.226572
146.665624	117.1125	116.790157	1.000001	242	2228	598573.5	94685	43105742.5	41000.625	42894	0.000044	606016.075799	0.158184	0.145158	0.144151	20931.681743	20783.329559	18462.206043	1.863819	18464.069861	0.888328	3027.307299	3025.93198	0.943695	1.109756	0.13069	0.071544	0.069984	300975.385264	35444.240105	0.012272	0.012004	0.560417	0.029737	151989.982783	0.005101	29194382.53697	4784438.989196	0.163882	761466.511846	4646426.610542	4708408.594824	10812734.272952	1772014.440443	29583827.138426	10956973.014232
146.798485	116.8625	116.524436	1.000001	242	2228	598776.25	94789.75	43107720.75	41001.625	42892.125	0.000044	606232.706367	0.158306	0.145279	0.144269	20924.202037	20775.51731	18454.41363	1.863819	18456.277449	0.888287	3028.686455	3027.311147	0.943695	1.10961	0.130543	0.071481	0.070046	300935.610369	35404.46521	0.012261	0.012015	0.560392	0.029747	151982.962048	0.005102	29182061.598306	4786619.653742	0.164026	761813.575113	4644465.673804	4706529.647029	10808170.962336	1772822.093979	29572021.351895	10952600.500702
146.927445	116.6375	116.266516	1.000001	242	2228	598859.25	94714	43109777.25	41001.125	42894.5	0.000044	606302.847681	0.158157	0.145131	0.144125	20921.781381	20773.547155	18452.464084	1.863819	18454.327902	0.888277	3025.315628	3023.940333	0.943695	1.109457	0.130391	0.071416	0.070111	300894.2631	35363.117941	0.01225	0.012026	0.560386	0.029751	151981.319201	0.005103	29178979.081873	4781289.905782	0.163861	760965.320051	4643975.076465	4705908.278871	10807029.289583	1770848.113253	29568117.17752	10951154.510192
147.056925	116.3	116.007556	1.000001	242	2228	598824.375	94843.375	43112115.125	40994.25	42900.375	0.000044	606288.625883	0.158383	0.145355	0.144344	20922.272146	20773.366204	18452.306548	1.863819	18454.170367	0.888278	3029.967332	3028.59205	0.943695	1.109284	0.130218	0.071342	0.070185	300847.259753	35316.114593	0.012237	0.012039	0.560386	0.02975	151981.345547	0.005103	29178729.995155	4788644.948057	0.164114	762135.910459	4643935.433114	4706058.590045	10806937.035243	1773572.202984	29569061.61123	10951504.300456
147.191085	115.95	115.739235	1.000001	242	2228	598933.125	94823.875	43114305.125	41003.75	42903.25	0.000044	606392.987667	0.158321	0.145294	0.144284	20918.671369	20769.961598	18448.923864	1.863819	18450.787682	0.88826	3028.195843	3026.820574	0.943695	1.109122	0.130055	0.071273	0.070255	300803.230563	35272.085404	0.012225	0.012051	0.560375	0.029755	151978.39301	0.005104	29173381.478322	4785843.987056	0.164048	761690.124023	4643084.190896	4705146.400356	10804956.103082	1772534.810021	29563330.149835	10949381.536976
147.322645	115.7375	115.476115	1.000001	242	2228	598851.125	94894.375	43116386.625	41000.625	42905.375	0.000044	606323.026381	0.158461	0.145433	0.14442	20921.085094	20771.951268	18450.934357	1.863819	18452.798175	0.888272	3031.381848	3030.006592	0.943695	1.108967	0.129901	0.071207	0.07032	300761.383722	35230.238562	0.012214	0.012062	0.560382	0.029751	151980.395621	0.005103	29176560.360278	4790881.544423	0.164203	762491.875544	4643590.125272	4705775.505886	10806133.46677	1774400.572009	29567282.939588	10950845.533181
147.451865	115.4625	115.217675	1.000001	242	2228	599012.875	94795.875	43118559.125	41006	42906.375	0.000044	606467.379447	0.158253	0.145227	0.144218	20916.105399	20767.607066	18446.611876	1.863819	18448.475694	0.88825	3026.443257	3025.068013	0.943695	1.108806	0.12974	0.071138	0.070389	300717.708431	35186.563272	0.012202	0.012074	0.560368	0.029759	151976.57614	0.005104	29169725.888994	4783072.932698	0.163974	761249.097374	4642502.386245	4704500.886869	10803602.181109	1771508.493592	29559274.265763	10947879.35769
147.581085	115.1625	114.959234	1.000001	242	2228	599063.375	95007.125	43120674.125	41008.875	42908.875	0.000044	606550.312066	0.158593	0.145565	0.144549	20913.245575	20763.748624	18442.774568	1.863819	18444.638386	0.88823	3032.92212	3031.546889	0.943695	1.10865	0.129583	0.071071	0.070456	300675.190114	35144.044955	0.012191	0.012085	0.560356	0.029762	151973.19758	0.005105	29163658.54625	4793316.978105	0.164359	762879.486546	4641536.739421	4703812.115124	10801355.01713	1775302.584483	29554946.581831	10946276.511789
