Time,Sample     ,Program Temperature,Frequency     ,Raw Dynamic,Raw Static,In-Phase     ,Out-Of-Phase,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex     ,Shear Storage Modulus,Shear Loss Modulus,Complex     ,Shear Complex 
          ,Temperature,Temperature,          ,Force     ,Force     ,Angle     ,Angle     ,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,Modulus     ,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,Modulus     ,Modulus      
439.206456,334.3625,334.070256,1.000001,35,2072,601710.75,13079,41699501.25,39744.75,41693.25,0.000045,601852.878124,0.021736,0.009,0.008999,3048.250154,3049.643022,711.79345,1.863819,713.657268,0.23387,27.45929,26.07406,0.130345,0.401591,0.039722,0.116024,0.014499,123547.473084,12220.322922,0.020535,0.002566,0.021339,0.029928,6564.71912,0.005297,1240474.870112,45321.778205,0.036536,7213.179317,197427.550965,197559.276765,459435.137079,16785.84378,1241302.528379,459741.677177
439.343737,334.15,333.795695,1.000001,35,2072,601737.75,14108.5,41699895,39757.125,41689.875,0.000045,601903.123058,0.023446,0.010709,0.010708,3047.995696,3049.336889,711.492729,1.863819,713.356547,0.233795,32.671042,31.285815,0.130345,0.401561,0.039692,0.116011,0.014487,123538.322298,12211.172136,0.020533,0.002564,0.021332,0.02993,6562.61125,0.005297,1239952.158567,54380.820254,0.043857,8654.969497,197344.358904,197534.059059,459241.54021,20141.044538,1241144.080736,459682.992865
439.474777,333.8875,333.533613,1.000001,35,2072,601672.25,13210.25,41699822,39746.75,41689.25,0.000045,601817.253928,0.021956,0.009219,0.009219,3048.430593,3049.817528,711.972364,1.863819,713.836183,0.233916,28.130467,26.745239,0.130345,0.401567,0.039698,0.116014,0.014489,123540.01882,12212.868659,0.020533,0.002564,0.021343,0.029926,6565.989412,0.005297,1240785.858208,46488.417839,0.037467,7398.855635,197477.046218,197615.603756,459550.317855,17217.932533,1241656.441582,459872.756142
439.604257,333.6875,333.274655,1.000001,35,2072,601983.5,13278,41700064.5,39747.75,41691.875,0.000045,602129.919167,0.022057,0.00932,0.00932,3046.847648,3048.230214,710.388382,1.863819,712.252201,0.233518,28.424307,27.039082,0.130345,0.401549,0.03968,0.116006,0.014481,123534.38312,12207.232958,0.020532,0.002563,0.021306,0.029941,6554.829129,0.005299,1238032.590396,46999.17316,0.037963,7480.144804,197038.850383,197180.782853,458530.589035,17407.10117,1238924.379112,458860.881153
439.733234,333.4625,333.016701,1.000001,35,2072,601476.625,14113.875,41700407.625,39751.625,41694.5,0.000045,601642.195901,0.023465,0.010728,0.010728,3049.317586,3050.659393,712.822277,1.863819,714.686096,0.23413,32.743537,31.358314,0.130345,0.401523,0.039654,0.115995,0.01447,123526.408931,12199.258769,0.02053,0.002561,0.021362,0.029917,6571.99405,0.005295,1242263.172353,54506.836959,0.043877,8675.025662,197712.16788,197902.393614,460097.471242,20187.717392,1243458.396835,460540.146976
439.862454,333.2,332.758261,1.000001,35,2072,601265.875,12925.875,41700699.375,39752.875,41693.25,0.000045,601404.79769,0.021498,0.008761,0.008761,3050.521272,3051.922781,714.089674,1.863819,715.953493,0.234448,26.751595,25.366374,0.130345,0.401501,0.039632,0.115986,0.014461,123519.628724,12192.478563,0.020529,0.00256,0.021391,0.029905,6580.924839,0.005293,1244466.15438,44091.682821,0.03543,7017.403711,198062.783082,198187.058097,460913.390511,16330.252897,1245246.997945,461202.591832
439.991934,332.8,332.4993,1.000001,35,2072,601359.75,13585.5,41700555.5,39752.25,41693,0.000045,601513.187495,0.022591,0.009854,0.009854,3049.971582,3051.341477,713.506393,1.863819,715.370212,0.234301,30.083569,28.698348,0.130345,0.401511,0.039643,0.115991,0.014466,123522.972344,12195.822182,0.020529,0.00256,0.021378,0.02991,6576.815345,0.005294,1243452.29813,49883.299079,0.040117,7939.167337,197901.422976,198060.605861,460537.888196,18475.295955,1244452.474485,460908.323883
440.120894,332.5875,332.24138,1.000001,35,2072,601034.25,12966.75,41700975,39748.625,41690.5,0.000045,601174.106461,0.021574,0.008837,0.008837,3051.691862,3053.092441,715.263121,1.863819,717.12694,0.234742,26.994807,25.609588,0.130345,0.40148,0.039611,0.115977,0.014452,123513.223288,12186.073126,0.020527,0.002558,0.021418,0.029894,6589.187178,0.005291,1246505.832519,44514.436241,0.035711,7084.686954,198387.407683,198513.86933,461668.826859,16486.828237,1247300.415112,461963.116708
440.250376,332.3,331.982416,1.000001,35,2072,601314,13546.5,41701334.25,39761.75,41691.625,0.000045,601466.569527,0.022528,0.009791,0.009791,3050.207977,3051.57999,713.755606,1.863819,715.619425,0.234365,29.893231,28.508016,0.130345,0.401453,0.039584,0.115966,0.014441,123504.874474,12177.724312,0.020525,0.002556,0.021384,0.029908,6578.592594,0.005293,1243885.478744,49552.46587,0.039837,7886.513638,197970.365757,198127.390372,460698.325461,18352.765137,1244872.094275,461063.73862
440.384016,332.025,331.715136,1.000001,35,2072,600903.75,13643.75,41701817.25,39748.625,41699.25,0.000045,601058.623329,0.022705,0.009968,0.009968,3052.278192,3053.646816,715.829068,1.863819,717.692886,0.234885,30.454701,29.06949,0.130345,0.401416,0.039547,0.115951,0.014426,123493.649837,12166.499675,0.020522,0.002553,0.021431,0.029888,6593.190825,0.00529,1247489.558099,50528.416075,0.040504,8041.840815,198543.972348,198706.769284,462033.169666,18714.228176,1248512.442228,462412.01564
440.517135,331.7375,331.448898,1.000001,35,2072,601238.625,13755.875,41701772.625,39747.375,41698.5,0.000045,601395.966306,0.022879,0.010142,0.010142,3050.566068,3051.927732,714.10937,1.863819,715.973189,0.234454,30.968148,29.582937,0.130345,0.401419,0.039551,0.115952,0.014427,123494.686892,12167.536731,0.020522,0.002553,0.021392,0.029905,6581.095212,0.005293,1244500.38958,51420.886445,0.041318,8183.881773,198068.231779,198237.232529,460926.070215,19044.772757,1245562.253453,461319.353131
440.645575,331.5125,331.192019,1.000001,35,2072,600564.875,13695.375,41702271.875,39750.75,41695.375,0.000045,600721.010437,0.022804,0.010067,0.010067,3053.993612,3055.360834,717.549331,1.863819,719.413149,0.235316,30.773614,29.388406,0.130345,0.401382,0.039513,0.115936,0.014411,123483.084696,12155.934534,0.02052,0.002551,0.02147,0.029871,6605.288974,0.005287,1250479.709149,51082.755004,0.040851,8130.066525,199019.869291,199185.858821,463140.633018,18919.53889,1251522.652952,463526.908501
440.775055,331.225,330.933058,1.000001,35,2072,600629.375,13089.875,41702310.625,39760.25,41684.375,0.000045,600771.995802,0.021794,0.009057,0.009057,3053.73443,3055.130958,717.319987,1.863819,719.183806,0.235258,27.683624,26.298417,0.130345,0.401379,0.03951,0.115935,0.01441,123482.184178,12155.034017,0.020519,0.00255,0.021465,0.029874,6603.679793,0.005287,1250081.065094,45711.753099,0.036567,7275.2457,198956.423169,199089.395801,462992.987072,16930.278926,1250916.55744,463302.428682
440.904536,331.05,330.674096,1.000001,35,2072,600912.125,13717.125,41702203.625,39754.125,41693.75,0.000045,601068.666202,0.022827,0.01009,0.01009,3052.227194,3053.592036,715.779595,1.863819,717.643414,0.234873,30.82608,29.440872,0.130345,0.401387,0.039518,0.115938,0.014414,123484.670769,12157.520608,0.02052,0.002551,0.02143,0.029888,6592.854538,0.00529,1247403.565191,51173.950487,0.041024,8144.580726,198530.286162,198697.279092,462001.320441,18953.314995,1248452.813549,462389.930944
441.033755,330.7,330.415658,1.000001,35,2072,600523.5,13082.75,41702421,39746.375,41685.875,0.000045,600665.990713,0.021786,0.009049,0.009049,3054.273351,3055.670616,717.861161,1.863819,719.72498,0.235394,27.664,26.278794,0.130345,0.401371,0.039502,0.115932,0.014407,123479.61916,12152.468998,0.020519,0.00255,0.021478,0.029869,6607.482522,0.005286,1251021.731045,45677.64478,0.036512,7269.817197,199106.134687,199238.809251,463341.381869,16917.646215,1251855.350582,463650.129845
441.168452,330.4875,330.146264,1.000001,35,2072,600679.25,13508.75,41701879.25,39751.625,41699.5,0.000045,600831.130774,0.022489,0.009752,0.009752,3053.433876,3054.810114,716.993218,1.863819,718.857036,0.235176,29.80562,28.42041,0.130345,0.401411,0.039543,0.115949,0.014424,123492.209,12165.058838,0.020522,0.002553,0.021458,0.029877,6601.372175,0.005288,1249513.076455,49400.18897,0.039536,7862.278036,198866.025041,199021.384106,462782.620909,18296.366285,1250489.227024,463144.158157
441.300793,330.1625,329.881583,1.000001,35,2072,600133.75,13335,41701816,39745.875,41698.875,0.000045,600281.88388,0.02222,0.009483,0.009483,3056.227712,3057.614524,719.796759,1.863819,721.660577,0.235877,29.010187,27.624976,0.130345,0.401416,0.039547,0.115951,0.014426,123493.678886,12166.528725,0.020522,0.002553,0.021522,0.029849,6621.042897,0.005283,1254386.174713,48017.571038,0.03828,7642.227732,199641.602103,199787.819786,464587.472116,17784.28557,1255304.88824,464927.736385
441.434173,329.9,329.614823,1.000001,35,2072,600180.375,12881.875,41702422.625,39757.75,41688.75,0.000045,600318.603109,0.021463,0.008727,0.008726,3056.040774,3057.448495,719.639062,1.863819,721.502881,0.235838,26.694775,25.309568,0.130345,0.40137,0.039501,0.115932,0.014407,123479.581396,12152.431234,0.020519,0.00255,0.021518,0.029851,6619.955322,0.005283,1254112.067781,43992.942977,0.035079,7001.68879,199597.976664,199720.744877,464485.95103,16293.682584,1254883.443825,464771.645861
441.563133,329.7,329.356903,1.000001,35,2072,600117.375,13632.375,41702519.125,39762.625,41690.875,0.000045,600272.19278,0.022716,0.009979,0.009979,3056.277053,3057.649136,719.841029,1.863819,721.704847,0.235889,30.527655,29.14245,0.130345,0.401363,0.039494,0.115928,0.014404,123477.338824,12150.188662,0.020518,0.002549,0.021523,0.029849,6621.374158,0.005283,1254463.124984,50655.235142,0.04038,8062.02468,199653.849109,199816.555135,464615.972216,18761.198201,1255485.437905,464994.606631
441.692093,329.45,329.098983,1.000001,35,2072,599402.5,12566.5,41702460.25,39749,41689.375,0.000045,599534.214143,0.020965,0.008229,0.008228,3060.039085,3061.463592,723.654676,1.863819,725.518495,0.23684,25.204151,23.818945,0.130345,0.401368,0.039499,0.11593,0.014405,123478.707025,12151.556863,0.020519,0.00255,0.02161,0.029812,6648.074454,0.005277,1261091.984761,41401.950997,0.03283,6589.319935,200708.864074,200816.999417,467071.105467,15334.055925,1261771.419701,467322.748037
441.822613,329.1875,328.837943,1.000001,35,2072,599747.125,13266.625,41702889.125,39762.125,41694.25,0.000045,599893.838345,0.02212,0.009383,0.009383,3058.204654,3059.596231,721.793206,1.863819,723.657024,0.236376,28.723982,27.338779,0.130345,0.401335,0.039466,0.115917,0.014392,123468.740391,12141.59023,0.020516,0.002547,0.021567,0.02983,6635.062059,0.00528,1257856.387553,47520.105359,0.037779,7563.053673,200193.903192,200336.713201,465872.736131,17600.039022,1258753.690013,466205.070375
441.954693,328.9625,328.573782,1.000001,35,2072,599828,13239,41702836.5,39743.75,41695.625,0.000045,599974.083361,0.022071,0.009334,0.009334,3057.795627,3059.188219,721.384471,1.863819,723.24829,0.236274,28.57012,27.184917,0.130345,0.401339,0.03947,0.115918,0.014394,123469.963341,12142.813179,0.020517,0.002548,0.021558,0.029834,6632.19835,0.00528,1257145.927014,47252.663103,0.037587,7520.48895,200080.829975,200222.117354,465609.602598,17500.986334,1258033.662498,465938.393518
442.083134,328.65,328.3169,1.000001,35,2072,599869,13406,41703010,39764.5,41693.125,0.000045,600018.78137,0.022348,0.009611,0.009611,3057.567838,3058.952181,721.150817,1.863819,723.014635,0.236216,29.414975,28.029774,0.130345,0.401326,0.039457,0.115913,0.014388,123465.931387,12138.781225,0.020516,0.002547,0.021553,0.029836,6630.567019,0.005281,1256739.790441,48721.187977,0.038768,7754.211757,200016.191383,200166.442281,465459.181645,18044.884436,1257683.845422,465808.831638
442.218073,328.4,328.047022,1.000001,35,2072,599349.125,13353.875,41703194.875,39758.75,41701.75,0.000045,599497.872903,0.022281,0.009544,0.009543,3060.224583,3061.61344,723.814615,1.863819,725.678433,0.236881,29.233642,27.848442,0.130345,0.401312,0.039443,0.115907,0.014382,123461.635102,12134.48494,0.020515,0.002546,0.021613,0.02981,6649.214743,0.005276,1261369.988679,48405.997811,0.038376,7704.047724,200753.109737,200900.879591,467174.069881,17928.147338,1262298.454789,467517.946218
442.350414,328.1125,327.782341,1.000001,35,2072,599598.125,12998.125,41703688.375,39751.625,41688.5,0.000045,599738.995528,0.021678,0.008941,0.008941,3058.994232,3060.398978,722.60693,1.863819,724.470748,0.23658,27.377758,25.992562,0.130345,0.401275,0.039406,0.115891,0.014367,123450.166783,12123.016622,0.020512,0.002543,0.021586,0.029822,6640.781643,0.005278,1259270.797873,45180.117882,0.035878,7190.633394,200419.013408,200547.964697,466396.591805,16733.376993,1260081.023358,466696.675318
442.479635,327.8625,327.523899,1.000001,35,2072,599155.25,13569,41703292.25,39768.25,41687.75,0.000045,599308.878095,0.022647,0.00991,0.009909,3061.189639,3062.568495,724.771007,1.863819,726.634826,0.237119,30.364553,28.979353,0.130345,0.401305,0.039436,0.115904,0.014379,123459.372223,12132.222061,0.020514,0.002545,0.021635,0.029801,6655.902921,0.005274,1263032.38421,50371.741858,0.039882,8016.905358,201017.687993,201177.487949,467789.77193,18656.200688,1264036.437743,468161.643609
442.60887,327.675,327.265427,1.000001,35,2072,598619.625,12995.625,41703309.875,39748.5,41690.375,0.000045,598760.671474,0.021709,0.008973,0.008972,3063.992369,3065.401051,727.603805,1.863819,729.467623,0.237823,27.518358,26.133159,0.130345,0.401303,0.039434,0.115903,0.014379,123458.962639,12131.812477,0.020514,0.002545,0.021699,0.029774,6675.680516,0.00527,1267956.336599,45424.503489,0.035825,7229.528541,201801.358735,201930.816049,469613.458,16823.890181,1268769.741537,469914.719088
442.737311,327.3875,327.008546,1.000001,35,2072,599210,12790.75,41703311,39754.5,41693.875,0.000045,599346.50027,0.021346,0.008609,0.008609,3060.997482,3062.413081,724.615851,1.863819,726.479669,0.23708,26.378827,24.993628,0.130345,0.401303,0.039434,0.115903,0.014379,123458.936495,12131.786334,0.020514,0.002545,0.021631,0.029803,6654.819204,0.005275,1262762.691903,43443.777933,0.034404,6914.286527,200974.765163,201093.668699,467689.88589,16090.288123,1263509.785441,467966.5872
442.868351,327.0875,326.746466,1.000001,35,2072,599101,13008,41703782.75,39760.125,41691,0.000045,599242.201672,0.021713,0.008976,0.008976,3061.530251,3062.936482,725.14573,1.863819,727.009549,0.237213,27.506063,26.120868,0.130345,0.401268,0.039399,0.115889,0.014364,123447.973637,12120.823475,0.020511,0.002542,0.021644,0.029798,6658.535768,0.005274,1263683.725616,45403.139768,0.035929,7226.128402,201121.352116,201251.124738,468031.009488,16815.977692,1264499.111699,468333.004333
443.001212,326.8,326.480744,1.000001,35,2072,598769.25,13422.75,41703923.75,39747,41693.75,0.000045,598919.681563,0.022417,0.00968,0.00968,3063.178895,3064.566542,726.777727,1.863819,728.641545,0.237619,29.680528,28.295334,0.130345,0.401257,0.039388,0.115884,0.014359,123444.696996,12117.546834,0.02051,0.002541,0.021681,0.029782,6669.935393,0.005271,1266520.452055,49182.783082,0.038833,7827.676842,201572.830793,201724.759607,469081.648909,18215.845586,1267475.049706,469435.203595
443.133031,326.525,326.217106,1.000001,35,2072,598476.75,12878.75,41704036.5,39748.75,41688.375,0.000045,598615.304258,0.021519,0.008783,0.008782,3064.736426,3066.151002,728.363735,1.863819,730.227554,0.238013,26.942139,25.556946,0.130345,0.401248,0.03938,0.11588,0.014356,123442.076849,12114.926688,0.02051,0.002541,0.021717,0.029767,6681.001457,0.005268,1269277.242954,44422.932575,0.034999,7070.123705,202011.587344,202135.271713,470102.682576,16452.937991,1270054.375379,470390.5094
443.263293,326.3,325.956582,1.000001,35,2072,599197.625,13170.375,41704323.875,39759.5,41688.5,0.000045,599342.350067,0.02198,0.009243,0.009243,3061.018678,3062.416949,724.633628,1.863819,726.497446,0.237086,28.320636,26.935445,0.130345,0.401227,0.039358,0.115871,0.014347,123435.398693,12108.248531,0.020508,0.002539,0.021632,0.029803,6654.973648,0.005275,1262793.591833,46819.032348,0.037076,7451.474526,200979.683036,201117.770139,467701.330308,17340.382351,1263661.219379,468022.673844
443.391472,325.9875,325.700225,1.000001,35,2072,598691.625,13352.875,41704611.875,39764,41695,0.000045,598840.513923,0.022303,0.009566,0.009566,3063.583852,3064.975245,727.195878,1.863819,729.059697,0.237723,29.335642,27.950454,0.130345,0.401205,0.039336,0.115862,0.014337,123428.706042,12101.55588,0.020507,0.002538,0.02169,0.029778,6672.873747,0.00527,1267247.281353,48583.314917,0.038338,7732.268596,201688.509177,201836.673356,469350.844946,17993.82034,1268178.225088,469695.638921
443.521732,325.725,325.439705,1.000001,35,2072,598405,13186.75,41705088,39757.375,41695.75,0.000045,598550.277254,0.022036,0.0093,0.009299,3065.069382,3066.469922,728.697093,1.863819,730.560911,0.238097,28.531342,27.146158,0.130345,0.401169,0.0393,0.115847,0.014322,123417.641738,12090.491576,0.020504,0.002535,0.021724,0.029763,6683.356679,0.005268,1269856.683076,47185.292121,0.037158,7509.766533,202103.80803,202243.28373,470317.290028,17476.034119,1270733.035435,470641.864976
443.650432,325.5125,325.182304,1.000001,35,2072,598660.5,12707.5,41704953.5,39746.5,41692.125,0.000045,598795.353035,0.021227,0.00849,0.00849,3063.814906,3065.236351,727.461675,1.863819,729.325494,0.23779,26.036919,24.651733,0.130345,0.401179,0.03931,0.115851,0.014327,123420.767272,12093.61711,0.020505,0.002536,0.021696,0.029776,6674.73823,0.00527,1267709.287567,42849.497874,0.033801,6819.703993,201762.039691,201877.262273,469521.958358,15870.184398,1268433.252975,469790.093694
443.785113,325.2625,324.912943,1.000001,35,2072,598757.75,12622.25,41704821,39752.25,41690.125,0.000045,598890.77834,0.021081,0.008344,0.008344,3063.326728,3064.751468,726.974973,1.863819,728.838791,0.237669,25.585823,24.200637,0.130345,0.401189,0.03932,0.115856,0.014331,123423.846336,12096.696174,0.020505,0.002536,0.021685,0.02978,6671.338646,0.005271,1266863.304338,42065.404379,0.033204,6694.911737,201627.397385,201738.516946,469208.631236,15579.7794,1267561.489682,469467.218401
443.916672,324.95,324.649824,1.000001,35,2072,598778.125,13209.125,41705375.125,39767.75,41690.875,0.000045,598923.804805,0.02206,0.009323,0.009323,3063.157807,3064.555843,726.786955,1.863819,728.650773,0.237623,28.585965,27.200783,0.130345,0.401147,0.039278,0.115838,0.014313,123410.969499,12083.819337,0.020502,0.002533,0.021681,0.029782,6670.043142,0.005271,1266536.492661,47280.240895,0.03733,7524.878088,201575.383733,201715.787972,469087.589875,17511.200331,1267418.679215,469414.325635
444.047193,324.7,324.388782,1.000001,35,2072,598384.875,13061.125,41705572.125,39763,41694,0.000045,598527.40256,0.021827,0.009091,0.00909,3065.186523,3066.593081,728.826898,1.863819,730.690716,0.23813,27.890894,26.505713,0.130345,0.401132,0.039264,0.115832,0.014307,123406.391611,12079.24145,0.020501,0.002532,0.021727,0.029762,6684.275872,0.005268,1270082.30959,46072.075346,0.036275,7332.592721,202139.717577,202272.668292,470400.855404,17063.73161,1270917.664234,470710.246012
444.181093,324.575,324.120983,1.000001,35,2072,597727.25,12849,41705814,39758.75,41688.25,0.000045,597865.337843,0.021496,0.00876,0.00876,3068.580853,3069.999744,732.236881,1.863819,734.1007,0.238976,26.906005,25.520827,0.130345,0.401114,0.039245,0.115824,0.014299,123400.770937,12073.620775,0.0205,0.002531,0.021804,0.029729,6708.022629,0.005262,1276009.522292,44360.151011,0.034765,7060.131717,203083.06203,203205.746827,472596.119368,16429.68556,1276780.374214,472881.620079
444.313693,324.275,323.855782,1.000001,35,2072,598095,12639,41705949,39751.75,41694.5,0.000045,598228.529365,0.021132,0.008396,0.008395,3066.717882,3068.144577,730.383567,1.863819,732.247386,0.238516,25.77178,24.386603,0.130345,0.401104,0.039235,0.11582,0.014295,123397.633825,12070.483664,0.020499,0.00253,0.021763,0.029747,6695.130864,0.005265,1272788.1029,42388.649279,0.033304,6746.35772,202570.357616,202682.666075,471403.001074,15699.499733,1273493.758317,471664.354932
444.446293,324,323.590582,1.000001,35,2072,598283.75,13136.5,41706022,39768.125,41690.625,0.000045,598427.951508,0.021957,0.00922,0.00922,3065.695918,3067.099319,729.339312,1.863819,731.20313,0.238257,28.293268,26.908091,0.130345,0.401098,0.03923,0.115818,0.014293,123395.937464,12068.787303,0.020499,0.00253,0.021739,0.029757,6687.860004,0.005267,1270972.984565,46771.485188,0.0368,7443.907167,202281.47279,202418.393403,470730.735024,17322.772292,1271833.282832,471049.364012
444.576553,323.825,323.330062,1.000001,35,2072,597944.375,13602.125,41706475.375,39766.875,41696.625,0.000045,598099.066542,0.022748,0.010011,0.010011,3067.381695,3068.763342,731.009558,1.863819,732.873376,0.238672,30.736771,29.351598,0.130345,0.401064,0.039195,0.115803,0.014278,123385.402058,12058.251897,0.020496,0.002527,0.021777,0.029741,6699.504167,0.005264,1273876.196623,51018.775373,0.04005,8119.883859,202743.532973,202906.068604,471805.998749,18895.842731,1274897.438919,472184.236637
444.704993,323.425,323.073182,1.000001,35,2072,597624,12825,41706388.75,39753.125,41684.75,0.000045,597761.596292,0.02146,0.008723,0.008723,3069.113405,3070.533789,732.778815,1.863819,734.642634,0.239111,26.798769,25.413595,0.130345,0.401071,0.039202,0.115806,0.014281,123387.415021,12060.264859,0.020497,0.002528,0.021817,0.029724,6711.807832,0.005261,1276951.508879,44173.76173,0.034593,7030.466965,203232.983733,203354.550337,472945.003289,16360.652493,1277715.334985,473227.901846
444.839673,323.125,322.803821,1.000001,35,2072,597859.625,12538.125,41706232.875,39767.625,41692.875,0.000045,597991.083365,0.020972,0.008235,0.008235,3067.935592,3069.367562,731.610449,1.863819,733.474267,0.238821,25.289647,23.904472,0.130345,0.401083,0.039214,0.115811,0.014286,123391.037199,12063.887037,0.020498,0.002529,0.02179,0.029736,6703.678055,0.005263,1274920.661658,41550.611967,0.032591,6612.980045,202909.764615,203017.496983,472192.837651,15389.115543,1275597.564625,472443.542454
444.968374,322.9375,322.546421,1.000001,35,2072,597516,13180.5,41707058.25,39773.125,41703.375,0.000045,597661.355482,0.022059,0.009322,0.009322,3069.628162,3071.032431,733.286647,1.863819,735.150465,0.239237,28.642387,27.257219,0.130345,0.40102,0.039151,0.115785,0.01426,123371.857475,12044.707313,0.020493,0.002524,0.021828,0.029719,6715.357575,0.00526,1277834.219112,47378.33704,0.037077,7540.490562,203373.471318,203513.212922,473271.933004,17547.532237,1278712.242201,473597.126741
445.096814,322.7,322.289541,1.000001,35,2072,597270.5,12520.75,41706885.25,39758,41689.625,0.000045,597401.723592,0.020963,0.008227,0.008227,3070.962228,3072.397341,734.649182,1.863819,736.513001,0.239574,25.288796,23.903626,0.130345,0.401033,0.039164,0.11579,0.014266,123375.877557,12048.727396,0.020494,0.002525,0.021859,0.029706,6724.81688,0.005258,1280202.570516,41549.142248,0.032455,6612.746132,203750.405853,203857.686381,474149.100191,15388.571203,1280876.634488,474398.753514
445.224994,322.3375,322.03318,1.000001,35,2072,597578.75,12503,41706794,39761.75,41693.625,0.000045,597709.534356,0.020923,0.008186,0.008186,3069.380732,3070.815336,733.065925,1.863819,734.929743,0.239182,25.151332,23.766162,0.130345,0.40104,0.039171,0.115793,0.014268,123377.997981,12050.847819,0.020494,0.002525,0.021823,0.029722,6713.815671,0.00526,1277450.561038,41310.202767,0.032338,6574.717762,203312.410288,203418.689138,473129.837421,15300.075099,1278118.331278,473377.159733
445.354475,322.1,321.774219,1.000001,35,2072,597527,12963.75,41707050,39763.375,41690.375,0.000045,597667.612091,0.021696,0.008959,0.008959,3069.596028,3071.010471,733.264573,1.863819,735.128392,0.239232,27.526823,26.141654,0.130345,0.401021,0.039152,0.115785,0.01426,123372.049184,12044.899022,0.020493,0.002524,0.021828,0.029719,6715.203928,0.00526,1277795.850538,45439.269596,0.035561,7231.878638,203367.364775,203495.909355,473257.722421,16829.35911,1278603.520593,473556.859479
445.483434,321.8625,321.5163,1.000001,35,2072,596898.125,12768.875,41707323.375,39764.875,41707.125,0.000045,597034.68559,0.021392,0.008655,0.008655,3072.850158,3074.275963,736.533816,1.863819,738.397635,0.24004,26.622584,25.237417,0.130345,0.401,0.039131,0.115777,0.014252,123365.696662,12038.5465,0.020491,0.002522,0.021902,0.029688,6737.907344,0.005255,1283478.430317,43867.530369,0.034179,6981.728769,204271.77472,204391.052847,475362.381599,16247.23347,1284227.877485,475639.954624
445.613954,321.55,321.255259,1.000001,35,2072,597419.625,12586.125,41707305.375,39757.25,41685.625,0.000045,597552.18925,0.021067,0.008331,0.008331,3070.18895,3071.620661,733.878268,1.863819,735.742087,0.239384,25.602492,24.217326,0.130345,0.401002,0.039133,0.115777,0.014252,123366.114934,12038.964772,0.020492,0.002523,0.021842,0.029714,6719.475563,0.005259,1278862.57172,42094.412963,0.032916,6699.528593,203537.13859,203647.367939,473652.804341,15590.52332,1279555.163699,473909.319889
445.746815,321.275,320.989539,1.000001,35,2072,597426.375,12997.625,41707278.625,39771.625,41687.375,0.000045,597567.746621,0.021756,0.009019,0.009019,3070.109019,3071.522287,733.779527,1.863819,735.643345,0.239359,27.716817,26.33165,0.130345,0.401004,0.039135,0.115778,0.014253,123366.736533,12039.586371,0.020492,0.002523,0.021839,0.029714,6718.788816,0.005259,1278690.939849,45769.519977,0.035794,7284.439577,203509.822551,203640.150595,473589.236981,16951.674065,1279509.815754,473892.524353
445.874995,321.0125,320.733179,1.000001,35,2072,596662.25,12614.5,41707277.25,39761.375,41687.125,0.000045,596795.581573,0.021142,0.008405,0.008405,3074.081285,3075.514851,737.772072,1.863819,739.635891,0.240346,25.863501,24.478335,0.130345,0.401004,0.039135,0.115778,0.014253,123366.768485,12039.618323,0.020492,0.002523,0.021929,0.029676,6746.489384,0.005252,1285630.758761,42548.097556,0.033095,6771.734681,204614.32816,204726.353162,476159.540282,15758.55465,1286334.633165,476420.234505
446.005775,320.8125,320.471618,1.000001,35,2072,597158.125,12716.125,41707704.875,39764.625,41683.875,0.000045,597293.500792,0.021294,0.008558,0.008558,3071.518652,3072.945756,735.208845,1.863819,737.072663,0.239713,26.310952,24.925789,0.130345,0.400971,0.039102,0.115764,0.01424,123356.831641,12029.68148,0.020489,0.00252,0.021872,0.029701,6728.726611,0.005257,1281175.372238,43325.859969,0.033817,6895.519315,203905.231933,204021.792454,474509.397125,16046.614803,1281907.744174,474780.64599
446.137595,320.5625,320.207978,1.000001,35,2072,596958.5,13178.75,41707911.25,39762.5,41688.875,0.000045,597103.952569,0.022076,0.00934,0.009339,3072.493693,3073.900203,736.166124,1.863819,738.029943,0.23995,28.723466,27.338304,0.130345,0.400956,0.039087,0.115758,0.014233,123352.036071,12024.885909,0.020488,0.002519,0.021893,0.029691,6735.374884,0.005255,1282839.309814,47519.280158,0.037042,7562.922338,204170.055613,204310.081502,475125.670301,17599.733392,1283719.119118,475451.525599
