Time,Sample,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus
          ,,,          ,     ,,,,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,,
112.626409,252.4,252.252818,1.000001,1278,3005,616096.5,110644.5,63079910.25,60389.125,62486.5,0.000049,625952.955654,0.17959,0.166475,0.164962,107019.288942,107363.230852,104775.203213,1.863819,104777.067031,0.975895,18195.280973,18193.747507,4.994804,3.544859,2.169504,0.560251,0.493289,1090558.155166,667436.979862,0.099159,0.087308,3.251299,0.030192,1000245.805815,0.005344,182122882.241837,31624265.009032,0.173642,5033154.110752,28985733.997474,29419473.409205,67452919.348828,11712690.744086,184848149.499624,68462277.592453
112.708829,252.575,252.417658,1.000001,1278,3005,616226.5,110556.25,63098028.25,60409.125,62499,0.000049,626065.319049,0.179408,0.166294,0.164786,107000.081601,107346.93575,104758.34474,1.863819,104760.208559,0.975886,18172.747576,18171.213776,4.994804,3.54306,2.167705,0.560824,0.493862,1090004.669253,666883.493949,0.099261,0.087409,3.251269,0.030199,1000236.676497,0.005345,182093578.943635,31585097.011498,0.173455,5026920.335271,28981070.236411,29413812.403443,67442066.27542,11698184.078332,184812580.323222,68449103.823416
112.79307,252.7,252.58614,1.000001,1278,3005,616438.5,110810.25,63116853,60433.5,62518.125,0.000049,626318.87708,0.179759,0.166643,0.165126,106956.763842,107296.351109,104707.17423,1.863819,104709.038048,0.975869,18202.16939,18200.635243,4.994804,3.54119,2.165835,0.561419,0.494458,1089429.292174,666308.11687,0.099366,0.087515,3.251213,0.030209,1000219.428175,0.005347,182004634.663122,31636237.231878,0.173821,5035059.547688,28966914.325721,29401257.629605,67409123.949304,11717124.900695,184733696.290222,68419887.514897
112.876009,252.8,252.752018,1.000001,1278,3005,616409.125,111029.625,63134995.125,60445.25,62537.875,0.000049,626328.817005,0.180123,0.167006,0.165479,106955.066423,107287.961617,104698.219608,1.863819,104700.083427,0.975862,18240.391027,18238.856545,4.994804,3.539387,2.164031,0.561993,0.495032,1088874.489101,665753.313797,0.099468,0.087616,3.251189,0.030208,1000212.095458,0.005347,181989069.792615,31702673.274197,0.174201,5045633.163846,28964437.101604,29400629.765991,67403359.18245,11741730.842295,184729751.303659,68418426.408763
112.960509,253.0375,252.921019,1.000001,1278,3005,617139,111338.75,63153266.75,60461.625,62552.375,0.000049,627101.955485,0.180411,0.167293,0.165758,106823.204169,107148.182519,104557.870845,1.863819,104559.734664,0.975825,18247.498783,18245.963963,4.994804,3.537569,2.162214,0.562571,0.49561,1088315.437327,665194.262023,0.09957,0.087719,3.251067,0.030245,1000174.372386,0.005353,181745116.397861,31715027.34763,0.174503,5047599.374143,28925610.743701,29362718.136065,67313006.073282,11746306.425048,184491545.318838,68330201.96994
113.043189,253.1375,253.086379,1.000001,1278,3005,617466,111409.5,63171634,60475.125,62575.375,0.000049,627436.321746,0.18043,0.167312,0.165776,106766.277156,107089.765689,104498.880861,1.863819,104500.744679,0.975807,18239.442812,18237.907652,4.994804,3.535742,2.160386,0.563152,0.496191,1087753.167569,664631.992264,0.099673,0.087821,3.251005,0.030261,1000155.370921,0.005356,181642580.353402,31701023.915161,0.174524,5045370.660411,28909291.638308,29346258.84384,67275029.760519,11741119.968578,184388128.453845,68291899.42735
113.126649,253.375,253.253299,1.000001,1278,3005,617344,111682.75,63189933,60495,62590.375,0.000049,627364.846787,0.180908,0.167788,0.166239,106778.440916,107093.417192,104501.960832,1.863819,104503.824651,0.975802,18292.038306,18290.502808,4.994804,3.53392,2.158564,0.563731,0.496769,1087192.695415,664071.52011,0.099775,0.087924,3.25099,0.030255,1000150.746564,0.005355,181647933.941864,31792444.505276,0.175022,5059920.687702,28910143.6877,29349603.155908,67277012.571061,11774979.446398,184409141.402938,68299682.001088
113.20881,253.5,253.417619,1.000001,1278,3005,617863.125,111870.625,63208710.875,60515.125,62615,0.000049,627909.131939,0.181061,0.167939,0.166386,106685.883065,106996.226958,104404.183584,1.863819,104406.047402,0.975775,18291.651301,18290.115456,4.994804,3.532049,2.156694,0.564325,0.497363,1086617.252889,663496.077585,0.099881,0.088029,3.250898,0.030281,1000122.59539,0.005359,181477978.102388,31791771.212025,0.175183,5059813.529838,28883094.397168,29322940.76167,67214065.963847,11774730.078528,184241616.5065,68237635.743148
113.29227,253.725,253.58454,1.000001,1278,3005,618158.5,112337.75,63226954.75,60530,62633.5,0.000049,628283.137763,0.18173,0.168605,0.167034,106622.374849,106919.175909,104326.561701,1.863819,104328.425519,0.975752,18350.825944,18349.28976,4.994804,3.530231,2.154876,0.564902,0.497941,1086057.880169,662936.704865,0.099983,0.088131,3.250823,0.030296,1000099.230251,0.005362,181343056.20145,31894627.639514,0.17588,5076183.625734,28861620.926713,29304620.842444,67164094.889426,11812825.051672,184126508.968007,68195003.321484
113.37703,253.9125,253.75406,1.000001,1278,3005,618819.5,112518.75,63246017.75,60546,62651.125,0.000049,628965.851761,0.181828,0.168703,0.16713,106506.641081,106799.350634,104206.139421,1.863819,104208.00324,0.975719,18340.555306,18339.018768,4.994804,3.52833,2.152975,0.565505,0.498543,1085473.081879,662351.906575,0.100089,0.088238,3.250713,0.030329,1000065.6172,0.005368,181133738.90357,31876774.66284,0.175985,5073342.238498,28828307.07047,29271318.556195,67086569.964285,11806212.838089,183917264.366595,68117505.320961
113.46075,254.0875,253.921499,1.000001,1278,3005,618930.75,112297.5,63265228.25,60562.875,62666.375,0.000049,629035.77148,0.181438,0.168315,0.166752,106494.802462,106794.438406,104200.625011,1.863819,104202.48883,0.975713,18297.429424,18295.892529,4.994804,3.526414,2.151058,0.566113,0.499151,1084883.437239,661762.261934,0.100197,0.088345,3.250691,0.030335,1000058.693208,0.005369,181124153.788037,31801812.887291,0.17558,5061411.710827,28826781.553162,29267750.566455,67083019.921495,11778449.217515,183894846.008122,68109202.22523
113.54213,254.25,254.08426,1.000001,1278,3005,618548.625,112376.875,63283814.125,60582.375,62680.875,0.000049,628673.972361,0.181678,0.168554,0.166985,106556.089755,106852.525347,104258.128815,1.863819,104259.992633,0.97572,18333.616856,18332.079616,4.994804,3.524558,2.149203,0.5667,0.499739,1084312.657171,661191.481867,0.100301,0.088449,3.250717,0.030316,1000066.632043,0.005366,181224106.561255,31864713.068928,0.17583,5071422.577726,28842689.518493,29285150.940743,67120039.467131,11801745.581084,184004175.870794,68149694.766961
113.62663,254.4,254.25326,1.000001,1278,3005,618920.875,112632.625,63303415.625,60604.125,62704.125,0.00005,629085.970059,0.181982,0.168857,0.167279,106486.304597,106775.779793,104180.767686,1.863819,104182.631505,0.975697,18353.139214,18351.601609,4.994804,3.522601,2.147245,0.56732,0.500359,1083710.358597,660589.183293,0.100411,0.088559,3.250639,0.030334,1000042.83688,0.005369,181089637.902264,31898646.082319,0.176148,5076823.180263,28821288.183677,29265009.587735,67070236.260098,11814313.363822,183877623.917262,68102823.67306
113.708791,254.5375,254.417581,1.000001,1278,3005,618917.125,112839.125,63322002.625,60622.5,62719.125,0.00005,629119.285787,0.182317,0.16919,0.167603,106480.665494,106763.870666,104168.274302,1.863819,104170.13812,0.975689,18387.310609,18385.772658,4.994804,3.520743,2.145388,0.567908,0.500947,1083138.921027,660017.745723,0.100515,0.088663,3.250612,0.030334,1000034.449501,0.005369,181067921.975135,31958041.998277,0.176498,5086276.326399,28817831.989269,29263247.383539,67062193.324124,11836311.851214,183866551.652978,68098722.834436
113.793291,254.775,254.586581,1.000001,1278,3005,619771.125,113066.125,63341248.125,60635.375,62744,0.00005,630000.155561,0.182432,0.169305,0.167714,106331.783626,106609.957499,104013.75562,1.863819,104015.619439,0.975648,18372.777635,18371.239325,4.994804,3.518819,2.143463,0.568517,0.501556,1082546.91836,659425.743056,0.100622,0.088771,3.250476,0.030377,999992.654952,0.005376,180799338.510907,31932780.244873,0.17662,5082255.796658,28775085.637166,29220453.066455,66962717.967003,11826955.646249,183597666.815646,67999135.857647
113.87545,254.925,254.750901,1.000001,1278,3005,620152.25,113305.75,63359907,60649.875,62760.625,0.00005,630418.12011,0.182706,0.169578,0.16798,106261.286103,106533.036855,103936.247377,1.863819,103938.111196,0.975625,18388.928051,18387.389393,4.994804,3.516952,2.141597,0.569107,0.502146,1081972.649118,658851.473813,0.100727,0.088875,3.250399,0.030396,999968.980401,0.00538,180664614.138039,31960852.198158,0.176907,5086723.583247,28753643.604255,29200116.04999,66912820.051126,11837352.665984,183469885.471374,67951809.433842
113.96047,255.1,254.920941,1.000001,1278,3005,620420.375,113168.125,63378992.875,60668.125,62779.125,0.00005,630657.170126,0.182406,0.169278,0.167688,106221.007861,106497.506782,103900.115705,1.863819,103901.979523,0.975611,18350.194118,18348.655104,4.994804,3.515042,2.139686,0.569711,0.50275,1081384.920228,658263.744924,0.100834,0.088982,3.250353,0.030409,999954.855747,0.005382,180601810.277065,31893524.484809,0.176596,5076008.053348,28743648.067254,29188408.006806,66889559.361876,11812416.475855,183396321.608194,67924563.55859
114.04263,255.25,255.085261,1.000001,1278,3005,620587.875,114118.375,63397489.375,60682.75,62801.125,0.00005,630993.117324,0.183888,0.170753,0.169122,106164.454709,106412.525375,103814.55074,1.863819,103816.414559,0.975586,18495.257568,18493.718207,4.994804,3.513189,2.137834,0.570296,0.503335,1080815.03344,657693.858136,0.100937,0.089086,3.25027,0.030419,999929.272478,0.005384,180453081.758372,32145672.318639,0.178139,5116138.595702,28719977.207076,29172109.366747,66834474.725323,11905804.562459,183293914.151319,67886634.870859
114.12713,255.45,255.254261,1.000001,1278,3005,620482.625,113590.625,63417369.375,60709.875,62813,0.00005,630794.354774,0.183068,0.169938,0.16833,106197.907002,106461.760104,103863.157675,1.863819,103865.021494,0.975592,18415.483312,18413.94358,4.994804,3.511197,2.135842,0.570925,0.503963,1080202.182788,657081.007484,0.101049,0.089197,3.250288,0.030413,999934.800546,0.005383,180537570.047711,32007008.530372,0.177287,5094069.585854,28733423.925306,29181487.203651,66865766.684337,11854447.603842,183352836.88505,67908458.105574
114.209031,255.5875,255.418062,1.000001,1278,3005,620832.625,113790.375,63436809.625,60728.625,62835.75,0.00005,631174.617445,0.183287,0.170155,0.168541,106133.926134,106392.511324,103793.294397,1.863819,103795.158216,0.97557,18426.878699,18425.338603,4.994804,3.509248,2.133893,0.57154,0.504578,1079602.549856,656481.374551,0.101157,0.089306,3.250216,0.030431,999912.597727,0.005386,180416134.108027,32026815.292272,0.177516,5097221.92742,28714096.810547,29163007.852806,66820790.41038,11861783.441582,183236727.607352,67865454.66939
114.292231,255.7875,255.584462,1.000001,1278,3005,621042.25,114293.25,63455529,60738.375,62855.125,0.00005,631471.632998,0.184035,0.1709,0.169265,106084.005559,106327.810905,103728.001715,1.863819,103729.865533,0.97555,18496.133802,18494.593354,4.994804,3.50737,2.132015,0.572132,0.50517,1079024.835285,655903.659981,0.101262,0.089411,3.250148,0.030441,999891.652355,0.005388,180302642.751182,32147193.493904,0.178296,5116380.698073,28696034.114415,29148580.159989,66778756.574512,11906367.960705,183146075.668016,67831879.877043
114.376211,255.975,255.752422,1.000001,1278,3005,621779.375,114283.375,63474919.875,60756.625,62877.75,0.00005,632194.81252,0.183801,0.170667,0.169038,105962.654073,106208.461612,103608.03834,1.863819,103609.902159,0.975516,18449.793651,18448.25284,4.994804,3.505424,2.130069,0.572745,0.505784,1078426.06857,655304.893266,0.101371,0.089519,3.250037,0.030478,999857.56562,0.005394,180094123.118184,32066644.684933,0.178055,5103560.967121,28662847.210381,29113659.075265,66701527.080809,11876535.068494,182926659.847758,67750614.758429
114.460193,256.1,255.920385,1.000001,1278,3005,621998.625,114077.125,63494050.875,60776.5,62894,0.00005,632373.212549,0.183404,0.170272,0.168655,105932.760743,106185.305011,103584.275315,1.863819,103586.139134,0.975505,18403.008568,18401.467397,4.994804,3.503503,2.128147,0.57335,0.506389,1077834.998476,654713.823172,0.101478,0.089626,3.25,0.030489,999846.239753,0.005396,180052818.368517,31985322.502915,0.177644,5090618.150122,28656273.360506,29104920.478545,66686229.025377,11846415.74182,182871753.581743,67730279.104349
114.542611,256.3,256.085222,1.000001,1278,3005,621908.625,114336.375,63513234.125,60792.5,62911.75,0.00005,632331.514712,0.183848,0.170714,0.169084,105939.746268,106184.246739,103582.608392,1.863819,103584.47221,0.975499,18450.577867,18449.036336,4.994804,3.501575,2.12622,0.573957,0.506996,1077241.986442,654120.811138,0.101585,0.089734,3.24998,0.030485,999840.114586,0.005395,180049920.931948,32068006.552905,0.178106,5103777.714969,28655812.219519,29106771.049434,66685155.900722,11877039.464039,182883381.070774,67734585.581768
114.626851,256.4,256.253702,1.000001,1278,3005,621907.75,114546.5,63532500.25,60814.25,62931.375,0.00005,632368.682156,0.184186,0.17105,0.169411,105933.519663,106171.651933,103569.401728,1.863819,103571.265547,0.975491,18484.764177,18483.222283,4.994804,3.499638,2.124283,0.574566,0.507605,1076646.081784,653524.90648,0.101693,0.089842,3.249951,0.030485,999831.229065,0.005396,180026965.186848,32127428.364666,0.178459,5113234.982546,28652158.702108,29104834.139324,66676653.772907,11899047.542469,182871211.095988,67730078.183699
114.708491,256.525,256.416982,1.000001,1278,3005,621725.875,114714.125,63551665.125,60837.125,62950.125,0.00005,632220.210148,0.184509,0.171372,0.169724,105958.397328,106191.013938,103588.154516,1.863819,103590.018334,0.975489,18523.037573,18521.495319,4.994804,3.49771,2.122355,0.575173,0.508211,1076052.97949,652931.804186,0.1018,0.089949,3.249947,0.030476,999829.929296,0.005394,180059561.171509,32193954.330616,0.178796,5123822.910484,28657346.510082,29111802.936557,66688726.359818,11923686.789117,182914997.37506,67746295.324096
114.792211,256.7,256.584422,1.000001,1278,3005,622226.625,114850.875,63570648.875,60849.5,62972.125,0.00005,632737.462418,0.18458,0.171443,0.169793,105871.778114,106101.427391,103497.963943,1.863819,103499.827762,0.975463,18514.808518,18513.265905,4.994804,3.495799,2.120444,0.575773,0.508812,1075465.158231,652343.982926,0.101907,0.090055,3.249859,0.030501,999802.882866,0.005398,179902792.448211,32179650.011964,0.178872,5121546.309266,28632396.012612,29086841.320793,66630663.869708,11918388.89332,182758158.793408,67688206.960522
114.876971,256.9,256.753943,1.000001,1278,3005,622690.375,115233.875,63590119.375,60866.125,62988.25,0.00005,633263.096244,0.185058,0.171919,0.170254,105783.900282,106003.031521,103398.947974,1.863819,103400.811793,0.975434,18548.687245,18547.144265,4.994804,3.493839,2.118483,0.576389,0.509428,1074861.929225,651740.753921,0.102016,0.090164,3.249764,0.030524,999773.543074,0.005403,179730683.472843,32238537.178536,0.179371,5130918.485486,28605004.040131,29061530.941102,66566919.804757,11940198.955013,182599128.861633,67629306.98579
114.959652,257,256.919303,1.000001,1278,3005,623410,115484.75,63609589.25,60883.375,63008.875,0.00005,634016.368545,0.185247,0.172107,0.170437,105658.218855,105871.48062,103266.776398,1.863819,103268.640217,0.975398,18545.538738,18543.995391,4.994804,3.491877,2.116521,0.577005,0.510043,1074258.379016,651137.203712,0.102125,0.090273,3.249643,0.03056,999736.249106,0.005409,179500943.61634,32233063.823493,0.17957,5130047.374666,28568439.835308,29025387.864591,66481830.969015,11938171.786479,182372035.034448,67545198.160907
115.042592,257.2,257.085184,1.000001,1278,3005,623797.125,115458.375,63628223.875,60900.5,63027.125,0.00005,634392.220567,0.18509,0.17195,0.170285,105595.620586,105810.620327,103205.321499,1.863819,103207.185318,0.975378,18517.81644,18516.27274,4.994804,3.489998,2.114643,0.577594,0.510633,1073680.401419,650559.226115,0.102229,0.090378,3.249577,0.030579,999715.985967,0.005412,179394123.072347,32184876.474055,0.179409,5122378.125884,28551438.831175,29007299.37438,66442267.804573,11920324.62002,182258381.608492,67503104.299441
115.126572,257.2625,257.253143,1.000001,1278,3005,624022.5,115534.25,63647569.75,60911.125,63052.75,0.00005,634627.641558,0.185144,0.172005,0.170338,105556.448914,105769.698665,103163.781957,1.863819,103165.645775,0.975363,18516.401926,18514.85786,4.994804,3.488047,2.112691,0.578206,0.511245,1073080.032377,649958.857073,0.102337,0.090486,3.249526,0.030591,999700.234992,0.005414,179321919.283527,32182417.139053,0.179467,5121986.710872,28539947.250378,28995919.314978,66415525.660566,11919413.755205,182186878.529822,67476621.677712
115.210032,257.475,257.420063,1.000001,1278,3005,624637,116017,63667646,60933.625,63066.25,0.00005,635319.861218,0.185735,0.172593,0.170909,105441.438738,105641.586316,103035.027777,1.863819,103036.891595,0.975327,18556.871556,18555.32711,4.994804,3.48602,2.110665,0.578841,0.51188,1072456.640101,649335.464796,0.10245,0.090598,3.249406,0.030622,999663.385236,0.00542,179098119.524037,32252760.551249,0.180084,5133182.203768,28504328.440608,28962843.427177,66332636.860754,11945466.870833,181979056.432938,67399650.530718
115.292712,257.6125,257.585424,1.000001,1278,3005,624632.25,116396,63686774.5,60955.875,63086,0.00005,635384.510793,0.186343,0.173198,0.171497,105430.710204,105619.355807,103012.185143,1.863819,103014.048961,0.975316,18618.04403,18616.499221,4.994804,3.484089,2.108733,0.579446,0.512485,1071862.337641,648741.162337,0.102557,0.090705,3.249369,0.030622,999652.122517,0.00542,179058414.592252,32359089.555494,0.180718,5150104.976982,28498009.209455,28959628.971659,66317931.330464,11984847.983516,181958859.397258,67392170.147133
115.375652,257.7875,257.751304,1.000001,1278,3005,625527.25,116452.25,63706803.5,60972.875,63108.5,0.00005,636274.67891,0.186167,0.173022,0.171326,105283.209353,105472.410118,102864.597891,1.863819,102866.461709,0.975275,18572.78896,18571.243771,4.994804,3.482065,2.106709,0.58008,0.513118,1071239.702497,648118.527193,0.102669,0.090817,3.249234,0.030666,999610.640278,0.005428,178801879.298157,32280426.797576,0.180537,5137585.42014,28457180.381666,28917224.957176,66222918.258577,11955713.628732,181692426.905434,67293491.446457
115.459112,257.95,257.918224,1.000001,1278,3005,625515.375,117158.625,63726462.875,60995.375,63130.875,0.00005,636392.667913,0.187299,0.17415,0.172421,105263.689548,105431.437055,102822.994486,1.863819,102824.858304,0.97526,18686.570806,18685.025243,4.994804,3.480077,2.104722,0.580702,0.51374,1070628.203935,647507.028631,0.102779,0.090927,3.249182,0.030666,999594.664375,0.005428,178729564.50338,32478201.083911,0.181717,5169062.150492,28445671.133736,28911509.987621,66196135.001252,12028963.364412,181656518.66425,67280192.09787
115.543092,258.2,258.086184,1.000001,1278,3005,625873.375,117267.125,63746935.375,61013.875,63145.125,0.00005,636764.524875,0.187366,0.174216,0.172485,105202.217788,105367.606161,102758.506525,1.863819,102760.370343,0.975239,18682.136491,18680.590539,4.994804,3.478006,2.10265,0.581349,0.514388,1069991.040178,646869.864874,0.102894,0.091042,3.249112,0.030684,999572.911805,0.005431,178617471.909043,32470492.70796,0.181788,5167835.325328,28427831.057395,28893738.085916,66154619.225571,12026108.410355,181544854.424121,67238834.971897
115.626554,258.3125,258.253109,1.000001,1278,3005,626251.125,117630.625,63767326.125,61028.625,63169,0.00005,637202.821323,0.187833,0.174681,0.172936,105129.855022,105285.193457,102675.438713,1.863819,102677.302531,0.975213,18717.176827,18715.630487,4.994804,3.475942,2.100586,0.581994,0.515033,1069356.041602,646234.866297,0.103008,0.091156,3.249026,0.030703,999546.66898,0.005434,178473083.926347,32531398.938544,0.182276,5177528.845311,28404851.01443,28872865.567796,66101142.194943,12048666.273535,181413708.421055,67190262.378169
115.708452,258.5,258.416904,1.000001,1278,3005,626900.875,117704.875,63787106.375,61047.375,63186.75,0.00005,637855.112604,0.187757,0.174605,0.172862,105022.34583,105177.160339,102566.769467,1.863819,102568.633286,0.975181,18689.505106,18687.958389,4.994804,3.473938,2.098583,0.58262,0.515658,1068739.692768,645618.517464,0.103119,0.091267,3.248921,0.030736,999514.375091,0.00544,178284195.68165,32483299.461428,0.1822,5169873.581832,28374788.540409,28841917.716495,66031183.585796,12030851.652381,181219257.182436,67118243.400902
115.792432,258.675,258.584864,1.000001,1278,3005,626749.375,118104.875,63806902.125,61065.25,63207.375,0.00005,637780.166328,0.18844,0.175285,0.173523,105034.687126,105176.936558,102565.908433,1.863819,102567.772252,0.975175,18762.376669,18760.829574,4.994804,3.471932,2.096577,0.583246,0.516285,1068122.503303,645001.327999,0.103229,0.091378,3.248901,0.030729,999508.111028,0.005439,178282699.037732,32609963.727151,0.182912,5190032.809866,28374550.34232,28845303.737287,66030629.273234,12077764.343389,181240532.19538,67126123.035326
115.875634,258.825,258.751268,1.000001,1278,3005,627217.5,117955.75,63828245.25,61086.125,63232.125,0.00005,638212.622301,0.188062,0.174909,0.173157,104963.515112,105111.564543,102499.848649,1.863819,102501.712467,0.975153,18710.177964,18708.630462,4.994804,3.469768,2.094413,0.583921,0.51696,1067456.668452,644335.493148,0.103349,0.091497,3.248828,0.030752,999485.580487,0.005443,178167874.308736,32519231.536025,0.18252,5175592.34459,28356275.433588,28824730.919522,65988101.595828,12044159.828157,181111269.266678,67078247.876547
115.959092,259.05,258.918185,1.000001,1278,3005,627792.375,118567.125,63848917.125,61101.125,63251.75,0.00005,638890.780368,0.188864,0.175707,0.173931,104852.100365,104983.144992,102370.762261,1.863819,102372.626079,0.975117,18772.263006,18770.715109,4.994804,3.46767,2.092315,0.584575,0.517614,1066811.376519,643690.201215,0.103465,0.091613,3.248705,0.030781,999447.919034,0.005448,177943497.107654,32627146.704859,0.183357,5192767.563539,28320564.721207,28792693.883988,65904998.928761,12084128.409207,180909974.476263,67003694.250468
116.043073,259.2,259.086146,1.000001,1278,3005,628175.25,118350.5,63869927.75,61121.125,63270.75,0.00005,639226.865489,0.188404,0.175249,0.173487,104796.972471,104935.641311,102322.58011,1.863819,102324.443929,0.975099,18714.676956,18713.128657,4.994804,3.465537,2.090182,0.58524,0.518278,1066155.108301,643033.932996,0.103582,0.091731,3.248646,0.0308,999429.746826,0.005451,177859747.176906,32527050.272333,0.18288,5176836.734136,28307235.516304,28776713.174847,65873980.435891,12047055.65642,180809564.639849,66966505.422166
116.126013,259.3625,259.252025,1.000001,1278,3005,628402.5,119049.25,63890489.5,61136.75,63293.25,0.00005,639579.88237,0.189447,0.176288,0.174495,104739.129657,104857.210936,102243.48507,1.863819,102245.348889,0.975074,18811.433382,18809.884689,4.994804,3.463448,2.088093,0.58589,0.518928,1065512.467772,642391.292467,0.103697,0.091846,3.248563,0.030812,999404.160247,0.005453,177722264.643053,32695231.0389,0.183968,5203603.513265,28285354.508786,28760020.327026,65823060.978908,12109344.829222,180704680.300601,66927659.370593
116.204533,259.55,259.409065,1.000001,1278,3005,628841.75,119268,63910530.25,61158.75,63315,0.00005,640052.187222,0.189663,0.176502,0.174703,104661.840961,104774.508188,102160.133842,1.863819,102161.997661,0.975048,18819.237551,18817.688473,4.994804,3.461411,2.086056,0.586524,0.519562,1064885.735959,641764.560655,0.10381,0.091958,3.248477,0.030834,999377.650879,0.005457,177577384.027698,32708795.53118,0.184195,5205762.367551,28262296.06096,28737733.739193,65769401.49174,12114368.715252,180564649.428456,66875796.084613
116.289033,259.6875,259.578066,1.000001,1278,3005,628870.25,119153.75,63932020,61179.125,63330.875,0.00005,640058.909378,0.189473,0.176313,0.174519,104660.74176,104776.962396,102161.891958,1.863819,102163.755777,0.975042,18799.470763,18797.921273,4.994804,3.459225,2.08387,0.587204,0.520242,1064213.278047,641092.102743,0.10393,0.092078,3.248457,0.030835,999371.440702,0.005458,177580439.975347,32674436.300649,0.183998,5200293.930503,28262782.429749,28737221.988824,65770533.324202,12101643.074314,180561434.003507,66874605.186484
116.370933,259.9125,259.741865,1.000001,1278,3005,629473,119331.25,63952767.25,61199.125,63352.125,0.00005,640684.169428,0.189573,0.176413,0.174616,104558.600668,104671.132312,102055.389122,1.863819,102057.252941,0.97501,18790.825357,18789.275468,4.994804,3.457114,2.081758,0.58786,0.520898,1063563.649509,640442.474205,0.104046,0.092194,3.248351,0.030865,999338.989608,0.005463,177395317.371544,32659408.2127,0.184105,5197902.137916,28233319.275615,28707812.594382,65701969.396868,12096077.115815,180376649.182079,66806166.363733
116.450493,260.05,259.900986,1.000001,1278,3005,629788.5,119594,63972816.5,61215.625,63373.75,0.00005,641043.118338,0.189895,0.176734,0.174928,104500.053599,104605.508307,101989.114332,1.863819,101990.978151,0.974988,18813.018905,18811.468631,4.994804,3.455072,2.079716,0.588494,0.521533,1062935.497771,639814.322467,0.104158,0.092307,3.248278,0.030881,999316.545062,0.005466,177280118.920471,32697984.238366,0.184442,5204041.698222,28214984.887214,28690894.412384,65659303.303878,12110364.532728,180270349.025314,66766795.935302
116.535513,260.2,260.071026,1.000001,1278,3005,630008,120072.75,63993955.5,61237.125,63398.625,0.00005,641348.224724,0.190589,0.177424,0.175597,104450.340148,104541.879829,101924.798986,1.863819,101926.662805,0.974967,18874.915892,18873.36521,4.994804,3.452918,2.077562,0.589163,0.522201,1062272.799901,639151.624597,0.104277,0.092425,3.248206,0.030892,999294.208339,0.005468,177168326.364348,32805572.508614,0.185166,5221164.889686,28197192.563401,28676510.095596,65617898.653462,12150212.040227,180179969.625822,66733322.083638
116.617413,260.325,260.234826,1.000001,1278,3005,630914.125,120270.125,64014439.125,61255.875,63417.875,0.00005,642275.280617,0.190628,0.177463,0.175635,104299.577217,104387.763298,101770.016185,1.863819,101771.880004,0.974923,18850.748852,18849.197776,4.994804,3.450829,2.075474,0.58981,0.522849,1061630.251637,638509.076332,0.104391,0.09254,3.248061,0.030938,999249.786146,0.005476,176899283.808787,32763564.816735,0.18521,5214479.163172,28154373.144701,28633189.136284,65518253.262514,12134653.635828,179907775.795162,66632509.553764
116.701653,260.525,260.403306,1.000001,1278,3005,631243.375,120582.875,64035467.875,61275.125,63436.75,0.00005,642657.31788,0.191024,0.177857,0.176017,104237.574772,104317.23519,101698.80336,1.863819,101700.667178,0.9749,18879.679252,18878.127771,4.994804,3.448684,2.073328,0.590476,0.523514,1060970.197121,637849.021817,0.104509,0.092657,3.247983,0.030954,999225.681787,0.005479,176775502.094032,32813850.763086,0.185624,5222482.413762,28134672.68854,28615277.909769,65472408.182975,12153278.060402,179795236.150736,66590828.203976
116.784074,260.7,260.568148,1.000001,1278,3005,631761,121214.75,64056620.75,61297.75,63462.25,0.00005,643284.522384,0.191868,0.178697,0.176831,104135.942798,104197.9454,101578.824078,1.863819,101580.687897,0.974864,18946.846624,18945.294734,4.994804,3.446524,2.071169,0.591145,0.524183,1060305.830513,637184.655208,0.104627,0.092776,3.247865,0.030981,999189.447486,0.005483,176566954.811693,32930599.983908,0.186505,5241063.614638,28101481.38398,28586045.612971,65395168.448775,12196518.512558,179611564.067502,66522801.506482
